5G,부산,행정동,서구 서대신1동 MOS 208,20230208
5G,부산,행정동,서구 서대신1동 MOS 511,20230511
5G,부산,행정동,서구 서대신1동 MOS NEW,20230608
5G,부산,행정동,서구 서대신3동 MOS 208,20230208
5G,부산,행정동,서구 서대신4동 MOS 208,20230208
5G,부산,행정동,서구 암남동 최적화 ,20230425
5G,부산,행정동,서구 암남동 MOS 209,20230209
5G,부산,행정동,서구 암남동 MOS 524,20230524
5G,부산,행정동,서구 암남동 MOS NEW,20230608
5G,부산,행정동,서구 아미동 최적화 ,20230425
5G,부산,행정동,서구 아미동 MOS 524,20230524
5G,부산,행정동,서구 아미동 MOS NEW,20230608
5G,부산,행정동,용호1동3월 ,20230424
5G,부산,행정동,용당동 230627 ,20230627
5G,부산,행정동,연제구 거제1동 ,20230623
5G,부산,행정동,연제구 거제1동 230427 ,20230427
5G,부산,행정동,연제구 거제1동 MOS 509,20230509
5G,부산,행정동,연제구 거제1동 MOS 627,20230627
5G,부산,행정동,연제구 거제1동 MOS NEW,20230612
5G,부산,행정동,연제구 거제2동 MOS 404,20230404
5G,부산,행정동,연제구 거제4동 MOS 403,20230403
5G,부산,행정동,연제구 연산1동 MOS 509,20230509
5G,부산,행정동,연제구 연산1동 MOS 711,20230711
5G,부산,행정동,연제구 연산1동 MOS NEW,20230612
5G,부산,행정동,연제구 연산1동 NEWMAP 230617,20230617
5G,부산,행정동,연제구 연산2동 MOS 320,20230320
5G,부산,행정동,연제구 연산3동 MOS 320,20230320
5G,부산,행정동,연제구 연산4동 MOS 403,20230403
5G,부산,행정동,연제구 연산5동 230425 ,20230425
5G,부산,행정동,연제구 연산5동 MOS 518,20230518
5G,부산,행정동,연제구 연산5동 MOS 711,20230711
5G,부산,행정동,연제구 연산5동 MOS NEW,20230612
5G,부산,행정동,연제구 연산6동 MOS 320,20230320
5G,부산,행정동,연제구 연산8동 MOS 403,20230403
5G,부산,행정동,연제구 연산9동 MOS 228,20230228
5G,부산,행정동,연제구 연산9동 MOS 323,20230323
5G,부산,행정동,연제구 연산9동 MOS 421,20230421
5G,부산,행정동,연제구 연산9동 MOS 517,20230517
5G,부산,행정동,연제구 연산9동 MOS 711,20230711
5G,부산,행정동,연제구 연산9동 MOS NEW,20230612
5G,부산,행정동,영도구 청학1동 MOS 309,20230309
5G,부산,행정동,영도구 청학2동 최적화 ,20230328
5G,부산,행정동,영도구 청학2동 MOS 303,20230303
5G,부산,행정동,영도구 청학2동 MOS 523,20230523
5G,부산,행정동,영도구 청학2동 MOS NEW,20230608
5G,부산,행정동,영도구 남항동 MOS 308,20230308
5G,부산,행정동,영도구 동삼1동 MOS 224,20230224
5G,부산,행정동,영도구 동삼1동 MOS 306,20230306
5G,부산,행정동,영도구 동삼1동 MOS 331,20230331
5G,부산,행정동,영도구 동삼1동 MOS 427,20230427
5G,부산,행정동,영도구 동삼1동 MOS 523,20230523
5G,부산,행정동,영도구 동삼1동 MOS NEW,20230608
5G,부산,행정동,영도구 동삼2동 MOS 306,20230306
5G,부산,행정동,영도구 동삼3동 MOS 306,20230306
5G,부산,행정동,영도구 동삼동 NEW루트 ,20230625
5G,부산,행정동,영도구 봉래1동 MOS 308,20230308
5G,부산,행정동,영도구 봉래2동 MOS 308,20230308
5G,부산,행정동,영도구 신선동 MOS 307,20230307
5G,부산,행정동,영도구 영선1동 MOS 307,20230307
5G,부산,행정동,영도구 영선2동 MOS 307,20230307
5G,부산,테마,충무동해안시장 new 613 ,20230612
5G,부산,테마,충무동새벽시장 new 613 ,20230612
5G,부산,테마,지하철1호선 노포역 지상 ,20230615
5G,부산,테마,지하철3호선 대저역 지상 ,20230615
5G,부산,테마,지하철4호선 지상 안평1 ,20230615
5G,부산,테마,지하철4호선 반여농수산물역 ,20230615
5G,부산,테마,창선동먹자골목 new 612 ,20230612
5G,부산,테마,중구남포동 new 613 ,20230613
5G,부산,테마,해운대구-좌동재래시장 20230605 ,20230605
5G,부산,테마,해운대구-해운대시장 20230605 ,20230605
5G,부산,테마,해운대구 해운대해수욕장거리 20230609 ,20230609
5G,부산,테마,해운대구 반송큰시장 ,20230610
5G,부산,테마,해운대구 반송골목시장 ,20230610
5G,부산,테마,해운대구 반여시장 20230608 ,20230608
5G,부산,테마,해운대구 신도시시장 20230605 ,20230605
5G,부산,테마,해운대구구남로 ,20230621
5G,부산,테마,KTX 하행 ,20230626
5G,부산,테마,경부고속도로대구부산하행 ,20230109
